variable_id,variable_name,dataset_id,definition,aliases,years,source_document,source_url,page,chunk_id,extraction_notes
million-hearts-model-practice-list__var__practice-id,PRACTICE_ID,million-hearts-model-practice-list,Model-Assigned Practice ID,,,data/raw/html/documentation_page/ef2a0954051ab868decb1ea31e3aa95aea747cde.html,https://resdac.org/cms-data/files/million-hearts-model-practice-list/data-documentation,,million-hearts-model-practice-list__data-documentation__ef2a095405__chunk_1,
million-hearts-model-practice-list__var__practice-name,PRACTICE_NAME,million-hearts-model-practice-list,Name of Practice,,,data/raw/html/documentation_page/ef2a0954051ab868decb1ea31e3aa95aea747cde.html,https://resdac.org/cms-data/files/million-hearts-model-practice-list/data-documentation,,million-hearts-model-practice-list__data-documentation__ef2a095405__chunk_1,
million-hearts-model-practice-list__var__update-date,UPDATE_DATE,million-hearts-model-practice-list,Date the Record was Modified,,,data/raw/html/documentation_page/ef2a0954051ab868decb1ea31e3aa95aea747cde.html,https://resdac.org/cms-data/files/million-hearts-model-practice-list/data-documentation,,million-hearts-model-practice-list__data-documentation__ef2a095405__chunk_2,
million-hearts-model-practice-list__var__zip-code,ZIP_CODE,million-hearts-model-practice-list,Practice's Zip Code,,,data/raw/html/documentation_page/ef2a0954051ab868decb1ea31e3aa95aea747cde.html,https://resdac.org/cms-data/files/million-hearts-model-practice-list/data-documentation,,million-hearts-model-practice-list__data-documentation__ef2a095405__chunk_2,
million-hearts-model-provider-list__var__activation-date,ACTIVATION_DATE,million-hearts-model-provider-list,Date the Provider Joined the Program,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_2,
million-hearts-model-provider-list__var__deactivation-date,DEACTIVATION_DATE,million-hearts-model-provider-list,Date the Provider Left the Program,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_2,
million-hearts-model-provider-list__var__first-name,FIRST_NAME,million-hearts-model-provider-list,Provider's First Name,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_1,
million-hearts-model-provider-list__var__insert-date,INSERT_DATE,million-hearts-model-provider-list,Date the Record was Created,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_1,
million-hearts-model-provider-list__var__last-name,LAST_NAME,million-hearts-model-provider-list,Provider's Last Name,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_1,
million-hearts-model-provider-list__var__practice-id,PRACTICE_ID,million-hearts-model-provider-list,Model-Assigned Practice ID,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_1,
million-hearts-model-provider-list__var__practice-name,PRACTICE_NAME,million-hearts-model-provider-list,Name of Practice,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_1,
million-hearts-model-provider-list__var__update-date,UPDATE_DATE,million-hearts-model-provider-list,Date the Record was Modified,,,data/raw/html/documentation_page/b6e41944789cc97717066cf39b1d799460cdaabe.html,https://resdac.org/cms-data/files/million-hearts-model-provider-list/data-documentation,,million-hearts-model-provider-list__data-documentation__b6e4194478__chunk_1,
million-hearts-model-raw-clinical__var__activity-date,ACTIVITY_DATE,million-hearts-model-raw-clinical,Encounter/Procedure/Diagnosis/Lab/Medication Start or Occurrence Date,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_1,
million-hearts-model-raw-clinical__var__activity-end-date,ACTIVITY_END_DATE,million-hearts-model-raw-clinical,Encounter/Procedure/Diagnosis End date,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_2,
million-hearts-model-raw-clinical__var__bene-id,BENE_ID,million-hearts-model-raw-clinical,Encrypted CCW Beneficiary ID,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_1,
million-hearts-model-raw-clinical__var__insert-date,INSERT_DATE,million-hearts-model-raw-clinical,Date the Record was Created,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_2,
million-hearts-model-raw-clinical__var__practice-id,PRACTICE_ID,million-hearts-model-raw-clinical,Model-Assigned Practice ID,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_1,
million-hearts-model-raw-clinical__var__practice-name,PRACTICE_NAME,million-hearts-model-raw-clinical,Name of Practice,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_1,
million-hearts-model-raw-clinical__var__unique-patient-id,UNIQUE_PATIENT_ID,million-hearts-model-raw-clinical,Unique Model-Assigned Patient ID,,,data/raw/html/documentation_page/324991801e4f1b28b7838dcada3d35c60afd56e1.html,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical/data-documentation,,million-hearts-model-raw-clinical__data-documentation__324991801e__chunk_1,
million-hearts-model-visit__var__accuracy-attestation,ACCURACY_ATTESTATION,million-hearts-model-visit,Practitioner's Accuracy of Attestation,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__baseline-date,BASELINE_DATE,million-hearts-model-visit,Patient's Baseline Date,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__baseline-group,BASELINE_GROUP,million-hearts-model-visit,"Patient's Baseline Group (Low, Medium, High)",,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__baseline-score,BASELINE_SCORE,million-hearts-model-visit,Patient's Baseline ASCVD Score,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__bene-id,BENE_ID,million-hearts-model-visit,Encrypted CCW Beneficiary ID,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_1,
million-hearts-model-visit__var__followup-attestation,FOLLOWUP_ATTESTATION,million-hearts-model-visit,Practitioner's Attestation to Follow-up,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_1,
million-hearts-model-visit__var__insert-date,INSERT_DATE,million-hearts-model-visit,Date the Record was Created,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__last-modified-date,LAST_MODIFIED_DATE,million-hearts-model-visit,Date the Patient Record was Modified,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__practice-id,PRACTICE_ID,million-hearts-model-visit,Model-Assigned Practice ID,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_1,
million-hearts-model-visit__var__practice-name,PRACTICE_NAME,million-hearts-model-visit,Name of Practice,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_1,
million-hearts-model-visit__var__risk-score,RISK_SCORE,million-hearts-model-visit,Calculated ASCVD Risk Score,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_2,
million-hearts-model-visit__var__unique-patient-id,UNIQUE_PATIENT_ID,million-hearts-model-visit,Unique Model-Assigned Patient ID,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_1,
million-hearts-model-visit__var__visit-date,VISIT_DATE,million-hearts-model-visit,Patient Visit Date,,,data/raw/html/documentation_page/1f3b44a193ee97cae4f968a27927d3d117f6924b.html,https://resdac.org/cms-data/files/million-hearts-model-visit/data-documentation,,million-hearts-model-visit__data-documentation__1f3b44a193__chunk_1,
mmleads-2__var__fed-pmt-1,FED_PMT_1,mmleads-2,12 Monthly Federal share of all Medicaid payments (based on ending date of service) Value displayed in dollars and cents,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_6,
mmleads-2__var__fr-1,FR_1,mmleads-2,12 Monthly Federal rates XXX.XX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_6,
mmleads-2__var__medicaid-clm-cnt-1,MEDICAID_CLM_CNT_1,mmleads-2,MEDICAID_CLM_CNT_12 Monthly Medicaid FFS and encounter claim count XXX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_19,
mmleads-2__var__medicaid-coin-pmt-1,MEDICAID_COIN_PMT_1,mmleads-2,12 Monthly amount paid for Medicare Coinsurance by Medicaid from MAX (based on ending date of service) Value displayed in dollars and cents,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_8,
mmleads-2__var__medicaid-cov-day-cnt-1,MEDICAID_COV_DAY_CNT_1,mmleads-2,MEDICAID_COV_DAY_CNT_12 Monthly Medicaid covered day count* XXX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_20,
mmleads-2__var__medicaid-day-cnt-1,MEDICAID_DAY_CNT_1,mmleads-2,MEDICAID_DAY_CNT_12 Monthly Medicaid days - determined using the start and end date of a claim XXX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_20,
mmleads-2__var__medicaid-ded-pmt-1,MEDICAID_DED_PMT_1,mmleads-2,12 Monthly amount paid for Medicare Deductible by Medicaid from MAX (based on ending date of service) Value displayed in dollars and,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_8,
mmleads-2__var__medicaid-match-cnt-01,MEDICAID_MATCH_CNT_01,mmleads-2,12 Monthly Medicaid beneficiary payment equaled the Medicare coinsurance and deductible for a,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_8,
mmleads-2__var__medicaid-ovrlp-cnt-01,MEDICAID_OVRLP_CNT_01,mmleads-2,"12 Monthly Medicaid beneficiary payment was less than or equal to the Medicare coinsurance and deductible for a service that occurred on the same day. 0 = Medicaid services present, but no",,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_9,
mmleads-2__var__medicaid-pmt-1,MEDICAID_PMT_1,mmleads-2,12 Monthly Medicaid payments (based on ending date of service) Value displayed in dollars and cents,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_7,
mmleads-2__var__medicare-bene-pmt-01,MEDICARE_BENE_PMT_01,mmleads-2,12 Monthly Medicare coinsurance and deductible payments (based on claim through date) Value displayed in dollars and cents,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_3,
mmleads-2__var__medicare-clm-cnt-01,MEDICARE_CLM_CNT_01,mmleads-2,12 Monthly Medicare FFS claim count XXX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_10,
mmleads-2__var__medicare-cov-day-cnt-01,MEDICARE_COV_DAY_CNT_01,mmleads-2,12 Monthly Medicare covered days * XXX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_10,
mmleads-2__var__medicare-day-cnt-01,MEDICARE_DAY_CNT_01,mmleads-2,12 Monthly Medicare days (covered and non-covered)* XXX,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_10,
mmleads-2__var__medicare-pmt-01,MEDICARE_PMT_01,mmleads-2,"12 Monthly Medicare payments (For Part D, it's the cvrd_d_plan_pd_amt ; also includes Medicare Advantage premiums), (based on claim through date) Value displayed in dollars and cents",,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,4,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s4__chunk_3,
mmleads-2__var__state-cd,STATE_CD,mmleads-2,unique person identifier,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,1,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s1__chunk_0,
mmleads-2__var__st-pmt-1,ST_PMT_1,mmleads-2,12 Monthly State share of all Medicaid payments (based on ending date of service) Value displayed in dollars and cents,,,data/raw/assets/xlsx/44dbf84b2079bde113ba3342dc52d79adaaab07f.xlsx,https://www2.ccwdata.org/documents/10280/19022436/record-layout-mmleads-2006-2012.xlsx,3,mmleads-2__record-layout-mmleads-2006-2012_xlsx__44dbf84b20__s3__chunk_7,
mmleads-3__var__alive-mos,ALIVE_MOS,mmleads-3,Months Alive,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_0,
mmleads-3__var__bene-death-dt,BENE_DEATH_DT,mmleads-3,Beneficiary Date of Death,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_0,
mmleads-3__var__bene-id,BENE_ID,mmleads-3,CCW Beneficiary ID,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_0,
mmleads-3__var__birth-dt,BIRTH_DT,mmleads-3,Date of Birth,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_0,
mmleads-3__var__buy-in,BUY_IN,mmleads-3,'0' 'NA'),,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,129,mmleads-3__codebook-mmleads_pdf__536286800b__p129__chunk_1,
mmleads-3__var__care-lvl-stus-cd-mm,CARE_LVL_STUS_CD_MM,mmleads-3,'004' (Intermediate care facility for individuals with intellectual,,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,37,mmleads-3__codebook-mmleads_pdf__536286800b__p37__chunk_2,
mmleads-3__var__chip-cd,CHIP_CD,mmleads-3,'.' and ELIGBLTY_GRP_CD = '.' and the MBSF MDCR BUY_IN = '0' 'NA'),,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,129,mmleads-3__codebook-mmleads_pdf__536286800b__p129__chunk_1,
mmleads-3__var__dual-stus-cd-mm,DUAL_STUS_CD_MM,mmleads-3,'00' '09' 'N/A' 'NA' '99' and MDCR_BUY_IN in ('1' '2' '3' 'A' 'B' 'C') then,,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,129,mmleads-3__codebook-mmleads_pdf__536286800b__p129__chunk_0,
mmleads-3__var__eligblty-grp-cd,ELIGBLTY_GRP_CD,mmleads-3,'.' and the MBSF MDCR BUY_IN = '0' 'NA'),,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,129,mmleads-3__codebook-mmleads_pdf__536286800b__p129__chunk_1,
mmleads-3__var__fd-mos,FD_MOS,mmleads-3,Medicare — Full Dual Months,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_2,
mmleads-3__var__ltss-lvl-cd-1-mm,LTSS_LVL_CD_1_MM,mmleads-3,'3' (custodial care). Note that the LTSS level source variable from DE,,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,24,mmleads-3__codebook-mmleads_pdf__536286800b__p24__chunk_1,
mmleads-3__var__mc-plan-type-cd-mm,MC_PLAN_TYPE_CD_MM,mmleads-3,('01' '04'),,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,48,mmleads-3__codebook-mmleads_pdf__536286800b__p48__chunk_1,
mmleads-3__var__mdcd-abd-01,MDCD_ABD_01,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — January",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_26,
mmleads-3__var__mdcd-abd-02,MDCD_ABD_02,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — February",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_27,
mmleads-3__var__mdcd-abd-03,MDCD_ABD_03,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — March",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_28,
mmleads-3__var__mdcd-abd-04,MDCD_ABD_04,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — April",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_28,
mmleads-3__var__mdcd-abd-05,MDCD_ABD_05,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — May",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_29,
mmleads-3__var__mdcd-abd-06,MDCD_ABD_06,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — June",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_30,
mmleads-3__var__mdcd-abd-07,MDCD_ABD_07,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — July",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_30,
mmleads-3__var__mdcd-abd-08,MDCD_ABD_08,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — August",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_31,
mmleads-3__var__mdcd-abd-09,MDCD_ABD_09,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — September",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_32,
mmleads-3__var__mdcd-abd-10,MDCD_ABD_10,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — October",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_33,
mmleads-3__var__mdcd-abd-11,MDCD_ABD_11,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — November",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_33,
mmleads-3__var__mdcd-abd-12,MDCD_ABD_12,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Indicator — December",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_34,
mmleads-3__var__mdcd-abd-mm,MDCD_ABD_MM,mmleads-3,1),,,data/raw/assets/pdf/536286800bad660e7af16072eb5a63475d8835f9.pdf,https://www2.ccwdata.org/documents/10280/19022436/codebook-mmleads.pdf,19,mmleads-3__codebook-mmleads_pdf__536286800b__p19__chunk_1,
mmleads-3__var__mdcd-abd-mos,MDCD_ABD_MOS,mmleads-3,"Medicaid Enrollment — Aged, Blind, Disabled Months",,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_3,
mmleads-3__var__mdcd-behavioral-cov-mos,MDCD_BEHAVIORAL_COV_MOS,mmleads-3,Medicaid Managed Care Mental Health or Substance Abuse Coverage Months,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_9,
mmleads-3__var__mdcd-care-level-mos,MDCD_CARE_LEVEL_MOS,mmleads-3,Medicaid — Total LTSS Months (All Levels of Care),,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_14,
mmleads-3__var__mdcd-chip-non-abd-mos,MDCD_CHIP_NON_ABD_MOS,mmleads-3,MDCD or CHIP Enrollment — Non-ABD Months,,,data/raw/html/documentation_page/94e426ac6df090203083bffc9a6b039975585c37.html,https://resdac.org/cms-data/files/mmleads-3/data-documentation,,mmleads-3__data-documentation__94e426ac6d__chunk_3,
