variable_id,variable_name,dataset_id,definition,aliases,years,source_document,source_url,page,chunk_id,extraction_notes
hha-encounter__var__clm-rlt-ocrnc-cd,CLM_RLT_OCRNC_CD,hha-encounter,Claim Related Occurrence Code (Encounter),,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_2,
hha-encounter__var__clm-rlt-ocrnc-dt,CLM_RLT_OCRNC_DT,hha-encounter,Claim Related Occurrence Date (Encounter),,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_2,
hha-encounter__var__clm-span-cd,CLM_SPAN_CD,hha-encounter,Claim Occurrence Span Code (Encounter),,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_3,
hha-encounter__var__clm-span-from-dt,CLM_SPAN_FROM_DT,hha-encounter,Claim Occurrence Span From Date (Encounter),,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_3,
hha-encounter__var__clm-span-thru-dt,CLM_SPAN_THRU_DT,hha-encounter,Claim Occurrence Span Through Date (Encounter),,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_3,
hha-encounter__var__clm-type-cd,CLM_TYPE_CD,hha-encounter,Claim Type Code,,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_1,
hha-encounter__var__clm-val-cd,CLM_VAL_CD,hha-encounter,Claim Value Code (Encounter),,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_4,
hha-encounter__var__enc-join-key,ENC_JOIN_KEY,hha-encounter,Unique Encounter Join Key,,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_1,
hha-encounter__var__rlt-cond-cd-seq,RLT_COND_CD_SEQ,hha-encounter,Claim Related Condition Code Sequence,,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_1,
hha-encounter__var__rlt-ocrnc-cd-seq,RLT_OCRNC_CD_SEQ,hha-encounter,Claim Related Occurrence Code Sequence,,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_2,
hha-encounter__var__rlt-span-cd-seq,RLT_SPAN_CD_SEQ,hha-encounter,Claim Related Span Code Sequence,,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_3,
hha-encounter__var__rlt-val-cd-seq,RLT_VAL_CD_SEQ,hha-encounter,Claim Related Value Code Sequence,,,data/raw/html/documentation_page/a07a075e593b19d3ebc8b13f1dd8472d93c66d30.html,https://resdac.org/cms-data/files/hha-encounter/data-documentation,,hha-encounter__data-documentation__a07a075e59__chunk_4,
hha-ffs__var__aco-id-num,ACO_ID_NUM,hha-ffs,Claim Accountable Care Organization (ACO) Identification Number,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_16,
hha-ffs__var__at-physn-npi,AT_PHYSN_NPI,hha-ffs,Claim Attending Physician NPI Number (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_3,
hha-ffs__var__at-physn-spclty-cd,AT_PHYSN_SPCLTY_CD,hha-ffs,Claim Attending Physician Specialty Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_3,
hha-ffs__var__at-physn-upin,AT_PHYSN_UPIN,hha-ffs,Claim Attending Physician UPIN Number,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_3,
hha-ffs__var__bene-cnty-cd,BENE_CNTY_CD,hha-ffs,County Code from Claim (SSA),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_13,
hha-ffs__var__bene-id,BENE_ID,hha-ffs,Encrypted CCW Beneficiary ID,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_0,
hha-ffs__var__bene-mlg-cntct-zip-cd,BENE_MLG_CNTCT_ZIP_CD,hha-ffs,Zip Code of Residence from Claim,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_13,
hha-ffs__var__bene-race-cd,BENE_RACE_CD,hha-ffs,Beneficiary Race Code (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_12,
hha-ffs__var__bene-state-cd,BENE_STATE_CD,hha-ffs,Beneficiary Residence (SSA) State Code (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_13,
hha-ffs__var__claim-query-code,CLAIM_QUERY_CODE,hha-ffs,Claim Query Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_0,
hha-ffs__var__clm-adjust-grp-cd,CLM_ADJUST_GRP_CD,hha-ffs,Claim Adjustment Group Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_17,
hha-ffs__var__clm-adjust-rsn-cd,CLM_ADJUST_RSN_CD,hha-ffs,Claim Adjustment Reason Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_17,
hha-ffs__var__clm-admsn-dt,CLM_ADMSN_DT,hha-ffs,Claim Admission Date (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_12,
hha-ffs__var__clm-bene-id-type-cd,CLM_BENE_ID_TYPE_CD,hha-ffs,Claim Beneficiary Identifier Type Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_16,
hha-ffs__var__clm-clncl-tril-num,CLM_CLNCL_TRIL_NUM,hha-ffs,Clinical Trial Number,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_18,
hha-ffs__var__clm-fac-type-cd,CLM_FAC_TYPE_CD,hha-ffs,Claim Facility Type Code (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_1,
hha-ffs__var__clm-freq-cd,CLM_FREQ_CD,hha-ffs,Claim Frequency Code (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_1,
hha-ffs__var__clm-from-dt,CLM_FROM_DT,hha-ffs,Claim From Date (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_0,
hha-ffs__var__clm-hha-lupa-ind-cd,CLM_HHA_LUPA_IND_CD,hha-ffs,Claim HHA Low Utilization Payment Adjustment (LUPA) Indicator Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_12,
hha-ffs__var__clm-hha-rfrl-cd,CLM_HHA_RFRL_CD,hha-ffs,Claim HHA Referral Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_12,
hha-ffs__var__clm-hha-tot-visit-cnt,CLM_HHA_TOT_VISIT_CNT,hha-ffs,Claim HHA Total Visit Count,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_12,
hha-ffs__var__clm-id,CLM_ID,hha-ffs,Claim ID,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_0,
hha-ffs__var__clm-mco-pd-sw,CLM_MCO_PD_SW,hha-ffs,Claim MCO Paid Switch,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_5,
hha-ffs__var__clm-mdcl-rec,CLM_MDCL_REC,hha-ffs,Claim Medical Record Number (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_13,
hha-ffs__var__clm-mdcr-non-pmt-rsn-cd,CLM_MDCR_NON_PMT_RSN_CD,hha-ffs,Claim Medicare Non-Payment Reason Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_1,
hha-ffs__var__clm-model-reimbrsmt-amt,CLM_MODEL_REIMBRSMT_AMT,hha-ffs,Claim Model Reimbursement Amount,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_17,
hha-ffs__var__clm-next-gnrtn-aco-ind-cd1,CLM_NEXT_GNRTN_ACO_IND_CD1,hha-ffs,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Population-Based Payment (PBP),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_14,
hha-ffs__var__clm-next-gnrtn-aco-ind-cd2,CLM_NEXT_GNRTN_ACO_IND_CD2,hha-ffs,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Telehealth,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_15,
hha-ffs__var__clm-next-gnrtn-aco-ind-cd3,CLM_NEXT_GNRTN_ACO_IND_CD3,hha-ffs,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Post Discharge HH visits,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_15,
hha-ffs__var__clm-next-gnrtn-aco-ind-cd4,CLM_NEXT_GNRTN_ACO_IND_CD4,hha-ffs,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - 3-day SNF waiver,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_15,
hha-ffs__var__clm-next-gnrtn-aco-ind-cd5,CLM_NEXT_GNRTN_ACO_IND_CD5,hha-ffs,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Capitation,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_16,
hha-ffs__var__clm-pmt-amt,CLM_PMT_AMT,hha-ffs,Claim (Medicare) Payment Amount,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_2,
hha-ffs__var__clm-pps-ind-cd,CLM_PPS_IND_CD,hha-ffs,Claim PPS Indicator Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_5,
hha-ffs__var__clm-prcr-rtrn-cd,CLM_PRCR_RTRN_CD,hha-ffs,Claim Pricer Return Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_13,
hha-ffs__var__clm-prcr-vrsn-cd,CLM_PRCR_VRSN_CD,hha-ffs,Claim Pricer Version Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_14,
hha-ffs__var__clm-rsdl-pymt-ind-cd,CLM_RSDL_PYMT_IND_CD,hha-ffs,Claim Residual Payment Indicator Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_16,
hha-ffs__var__clm-srvc-clsfctn-type-cd,CLM_SRVC_CLSFCTN_TYPE_CD,hha-ffs,Claim Service Classification Type Code (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_1,
hha-ffs__var__clm-srvc-fac-zip-cd,CLM_SRVC_FAC_ZIP_CD,hha-ffs,Claim service facility ZIP code (where service was provided),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_14,
hha-ffs__var__clm-thru-dt,CLM_THRU_DT,hha-ffs,Claim Through Date (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_0,
hha-ffs__var__clm-tot-chrg-amt,CLM_TOT_CHRG_AMT,hha-ffs,Claim Total Charge Amount,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_5,
hha-ffs__var__clm-trtmt-authrztn-num,CLM_TRTMT_AUTHRZTN_NUM,hha-ffs,Claim Treatment Authorization Number,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_13,
hha-ffs__var__dob-dt,DOB_DT,hha-ffs,Date of Birth from Claim,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_12,
hha-ffs__var__finl-std-amt,FINL_STD_AMT,hha-ffs,Claim Final Standard Payment Amount,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_16,
hha-ffs__var__fi-clm-actn-cd,FI_CLM_ACTN_CD,hha-ffs,FI or MAC Claim Action Code,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_2,
hha-ffs__var__fi-clm-proc-dt,FI_CLM_PROC_DT,hha-ffs,FI Claim Process Date,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_0,
hha-ffs__var__fi-num,FI_NUM,hha-ffs,FI or MAC Number,,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_1,
hha-ffs__var__fst-dgns-e-cd,FST_DGNS_E_CD,hha-ffs,First Claim Diagnosis E Code (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_10,
hha-ffs__var__icd-dgns-cd1,ICD_DGNS_CD1,hha-ffs,Claim Diagnosis Code I (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_6,
hha-ffs__var__icd-dgns-cd10,ICD_DGNS_CD10,hha-ffs,Claim Diagnosis Code X (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_7,
hha-ffs__var__icd-dgns-cd11,ICD_DGNS_CD11,hha-ffs,Claim Diagnosis Code XI (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_7,
hha-ffs__var__icd-dgns-cd12,ICD_DGNS_CD12,hha-ffs,Claim Diagnosis Code XII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_7,
hha-ffs__var__icd-dgns-cd13,ICD_DGNS_CD13,hha-ffs,Claim Diagnosis Code XIII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd14,ICD_DGNS_CD14,hha-ffs,Claim Diagnosis Code XIV (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd15,ICD_DGNS_CD15,hha-ffs,Claim Diagnosis Code XV (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd16,ICD_DGNS_CD16,hha-ffs,Claim Diagnosis Code XVI (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd17,ICD_DGNS_CD17,hha-ffs,Claim Diagnosis Code XVII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd18,ICD_DGNS_CD18,hha-ffs,Claim Diagnosis Code XVIII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd19,ICD_DGNS_CD19,hha-ffs,Claim Diagnosis Code XIX (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_8,
hha-ffs__var__icd-dgns-cd2,ICD_DGNS_CD2,hha-ffs,Claim Diagnosis Code II (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_6,
hha-ffs__var__icd-dgns-cd20,ICD_DGNS_CD20,hha-ffs,Claim Diagnosis Code XX (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_9,
hha-ffs__var__icd-dgns-cd21,ICD_DGNS_CD21,hha-ffs,Claim Diagnosis Code XXI (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_9,
hha-ffs__var__icd-dgns-cd22,ICD_DGNS_CD22,hha-ffs,Claim Diagnosis Code XXII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_9,
hha-ffs__var__icd-dgns-cd23,ICD_DGNS_CD23,hha-ffs,Claim Diagnosis Code XXIII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_9,
hha-ffs__var__icd-dgns-cd24,ICD_DGNS_CD24,hha-ffs,Claim Diagnosis Code XXIV (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_9,
hha-ffs__var__icd-dgns-cd25,ICD_DGNS_CD25,hha-ffs,Claim Diagnosis Code XXV (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_9,
hha-ffs__var__icd-dgns-cd3,ICD_DGNS_CD3,hha-ffs,Claim Diagnosis Code III (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_6,
hha-ffs__var__icd-dgns-cd4,ICD_DGNS_CD4,hha-ffs,Claim Diagnosis Code IV (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_6,
hha-ffs__var__icd-dgns-cd5,ICD_DGNS_CD5,hha-ffs,Claim Diagnosis Code V (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_6,
hha-ffs__var__icd-dgns-cd6,ICD_DGNS_CD6,hha-ffs,Claim Diagnosis Code VI (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_6,
hha-ffs__var__icd-dgns-cd7,ICD_DGNS_CD7,hha-ffs,Claim Diagnosis Code VII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_7,
hha-ffs__var__icd-dgns-cd8,ICD_DGNS_CD8,hha-ffs,Claim Diagnosis Code VIII (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_7,
hha-ffs__var__icd-dgns-cd9,ICD_DGNS_CD9,hha-ffs,Claim Diagnosis Code IX (FFS),,,data/raw/html/documentation_page/7a39b31d66a1e4c8a9496eb67fda7c56df9bca35.html,https://resdac.org/cms-data/files/hha-ffs/data-documentation,,hha-ffs__data-documentation__7a39b31d66__chunk_7,
