dataset_id,name,program,category,availability,source_url,local_path,sha256,extraction_notes
medpar,Medicare Provider Analysis and Review,Medicare,Medicare Fee-For-Service Claims,1999-2024,https://resdac.org/cms-data/files/medpar?page=1,data/raw/html/dataset_page/836dbe353b499896051544d2545edd5f19a6106e.html,1db9728de8281a881e4423dab177641f466a31a50fe72528459303a5517ece34,
mesf-conditions,Medicaid Enrollee Supplemental File: Conditions Segment,Medicaid,Beneficiary Enrollment and Summary,1999-2013,https://resdac.org/cms-data/files/mesf-conditions,data/raw/html/dataset_page/f08566e9ff77b33f8482c1b865d835446c181ab2.html,54fbe4d3b8fda290f3132f8fdc459ac93c7bf9d875f4b9ea54dcfe51813ab5d7,
mesf-ndi,Medicaid Enrollee Supplemental File: National Death Index Segment,Medicaid,Beneficiary Enrollment and Summary,1999-2024*,https://resdac.org/cms-data/files/mesf-ndi,data/raw/html/dataset_page/78aff82de2fa0476d44dc0080160c652b04c4094.html,234849b5f343e2c7c8d3dcc49548c5d402d244e2a1564c1065cf29068093e714,
million-hearts,Million Hearts® Cardiovascular Disease Risk Reduction Model,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts?page=1,data/raw/html/dataset_page/86c5a3c7da1125d7c7b11d8b5388deaee3563996.html,93c946632d852c23c84ff753d278bb30a70db7cdd28858d26656dbe058d220ef,
million-hearts-model-alignment,Million Hearts® Model Alignment,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-alignment?page=1,data/raw/html/dataset_page/2ef35ad68b97b1a876f94af5cf18da99eb2b9d36.html,12b8aa20a6f822cf275bc691a1597bd82fa3f71a4bbf4f6ed5caece279b61e0a,
million-hearts-model-beneficiary-demographic,Million Hearts® Model Beneficiary Demographic,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-beneficiary-demographic?page=1,data/raw/html/dataset_page/e482880f2eb8288d4e13995dba93d25264eda7c6.html,590f57d7402ef22d2cb78af6b4c5a916ee735fa22be79aadc8fdf334a8b13e36,
million-hearts-model-final-clinical,Million Hearts® Model Final Clinical,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-final-clinical?page=1,data/raw/html/dataset_page/cec81b494a5cf3d5db8f1bc622c030263f8f5cb7.html,8882900969fd3eb354df7884f091b2d279dde7f9f4e462b7b5dddf52731b1533,
million-hearts-model-practice-list,Million Hearts® Model Practice List,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-practice-list?page=1,data/raw/html/dataset_page/461213bb26f38197ebe336bdfd286e4ea35bd7f1.html,97df9c30ac20eb0e72420bd41b65191f565a8b9d02883cc3eff54704f5140ef1,
million-hearts-model-provider-list,Million Hearts® Model Provider List,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-provider-list?page=1,data/raw/html/dataset_page/427d5b97369f13b314b6abbbc651690e609ec985.html,71b3d5ddda87f4594cfc63aaf68926dcaeea3809338518d88db17dfa8a6a6bad,
million-hearts-model-raw-clinical,Million Hearts® Model Raw Clinical,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical?page=1,data/raw/html/dataset_page/72ee475771d626bb204c0fc1e193ec18d6e8d6d9.html,47466aa4ec052f8a9340014efbb6e91a937ff8eb00364f75813c040e5ec988dd,
million-hearts-model-visit,Million Hearts® Model Visit,Medicare,Special Programs,2017-2021,https://resdac.org/cms-data/files/million-hearts-model-visit?page=1,data/raw/html/dataset_page/b3cf81e0d45803a40a7257d835f432647f90ecbd.html,85e84027b2f97bc3ead6a4ced1d8d88020dc47529d84f2c22b35e119feaecf5a,
mmleads-2,Medicare-Medicaid Linked Enrollee Analytic Data Source 2.0,"Medicare, Medicaid",Linked,2006-2012,https://resdac.org/cms-data/files/mmleads-2,data/raw/html/dataset_page/9826bacf328abda3f93623f8ca8af27e5961040d.html,fbdb6211a939c16c9e49955d3a407d78829bea85c6f50222deb12d69671c58ad,
mmleads-3,Medicare-Medicaid Linked Enrollee Analytic Data Source 3.0,"Medicare, Medicaid",Linked,2016-2021,https://resdac.org/cms-data/files/mmleads-3,data/raw/html/dataset_page/e55dd2c0c0262bd42e95663fc1f36db3ea96e068.html,02b147703b855a7d61971f6b7db94546a74f028b784d6a41cdcca8172bdd6293,
ngaco-beneficiary,Next Generation ACO Model Beneficiary,Medicare,Special Programs,2016-2021,https://resdac.org/cms-data/files/ngaco-beneficiary,data/raw/html/dataset_page/dc78605b880da6acf5413b0e36abcd051fcc22e4.html,8386312161e28f7a7d3395a6072a92b307b37283b1f380e94319e8cbc72e95ee,
ngaco-provider,Next Generation ACO Model Provider,Medicare,Special Programs,2016-2021,https://resdac.org/cms-data/files/ngaco-provider,data/raw/html/dataset_page/6273349b5375e4ae0122178ff00841c6e978da09.html,75d7b7fceb57e1343a6b935ac06610dd05d1af0a066e063e43e4ed3ba8218071,
nhats,National Health and Aging Trends Study (NHATS) - Medicare Linked Data,Medicare,"Linked, Survey",Retrospective data package including CY 2006-2017,https://resdac.org/cms-data/files/nhats,data/raw/html/dataset_page/339cf08f4d14e58342b5b5b205746f10f0a4254c.html,e4bff9a4f7d3d53d6745c5e6662aa1306a8f8296b1c0e1c6c6d81519725897e3,
oasis,Home Health Outcome and Assessment Information Set (OASIS),"Medicare, Medicaid",Assessment,Annual: 1999-2024Monthly*: 2025 and 2026,https://resdac.org/cms-data/files/oasis,data/raw/html/dataset_page/02489b4d2a3fa9d7da770dbe896c765a00f62dbc.html,c4191acfef6f2b6e058317247ac08e68eb2b0aaeb1cbdec9ad4ec673df544b37,
