url,resource_kind,asset_kind,source_url,source_title,content_type,http_status,archive_state,downloaded_at_utc,sha256,local_path,error
https://resdac.org/cms-data/files/max-ps?page=1,dataset_page,,https://resdac.org/cms-data/files/max-ps,Medicaid Analytic Extract Personal Summary | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854091Z,faa794fc498047509e123e2dd5c1468f6bb68043a194986f24734e510b95de68,data/raw/html/dataset_page/26130b574c5882f8dec0996e1b2406b6c2f7e3b3.html,
https://resdac.org/cms-data/files/max-rx,dataset_page,,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854250Z,148accbf30fe6812f64d8c94cdc36ebca86d56eb04d2d778a98ab834586593fd,data/raw/html/dataset_page/58fd76e8a1843750b8c17b91b9595bc51b4c31b6.html,
https://resdac.org/cms-data/files/max-rx?page=1,dataset_page,,https://resdac.org/cms-data/files/max-rx,Medicaid Analytic Extract Prescription Drug | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854400Z,0e44e5f876b7189204b7e654927f45cbddddf924502a43ef48e6474ddb8937a0,data/raw/html/dataset_page/628d80d9571d4dee54b1868e920448bf5ba9cccf.html,
https://resdac.org/cms-data/files/mbisg,dataset_page,,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854546Z,525e74616fb4aeb7202b1ce29b0df7d48701f584ac56ad6059627a9e8ba6aeaf,data/raw/html/dataset_page/719d1d0b72f037784384d6658ed2c12e9fe1eaa4.html,
https://resdac.org/cms-data/files/mbsf,dataset_page,,https://resdac.org/cms-data/files/mesf-ndi,Medicaid Enrollee Supplemental File: National Death Index Segment | ResDAC,text/html,404,skipped,,,,inventory row is not a live archive target
https://resdac.org/cms-data/files/mbsf-27-cc,dataset_page,,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854684Z,5621ffb3eabdb08ed5ec38c904102c4fe8cb1c872199e00b17c3ae757af26f2f,data/raw/html/dataset_page/d0d1c923bc151d74eff941ab01ccc5b0d79a6387.html,
https://resdac.org/cms-data/files/mbsf-27-cc?page=1,dataset_page,,https://resdac.org/cms-data/files/mbsf-27-cc,Master Beneficiary Summary File 27 CCW Chronic Conditions | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854811Z,d646f914058c3ec677e2f79ab067553173259f5d1bf3beaa7893ed52eb0bca01,data/raw/html/dataset_page/6699b0dfb0111bbb6b6b3146eba42feed4fe9587.html,
https://resdac.org/cms-data/files/mbsf-30-cc,dataset_page,,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.854954Z,607d74d3fefc9dfdcf4ba8e17665fa89c828c1bf0f30cbfbe214254e3a440eda,data/raw/html/dataset_page/8ce691ade4c507e5fb6fccd9f57ea05b742d6ca4.html,
https://resdac.org/cms-data/files/mbsf-30-cc?page=1,dataset_page,,https://resdac.org/cms-data/files/mbsf-30-cc,Master Beneficiary Summary File 30 CCW Chronic Conditions | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855081Z,fd4bf02130f36788fb788f521d9f71e0bafe2463fbfe88b86e6e4b23f7662d79,data/raw/html/dataset_page/e1008ac596c397313ccc0e4c65931d5fbe9c0413.html,
https://resdac.org/cms-data/files/mbsf-base,dataset_page,,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC,text/html,200,archived,2026-06-12T17:35:30.855227Z,1cdbd968550f213d4ba4c9a2f0bb9a6fc8a2a643a4e6df414206ab827b746ed2,data/raw/html/dataset_page/bc037fe7a91d939c1551aec399d84c3e4d69bc38.html,
